mode,task,trial,success,coder_turns,pass_turn,outcome,elapsed_time
Qwen3-4B-think,HumanEval_75,2,True,1,1,pass,31.28
Qwen3-4B-think,HumanEval_75,3,True,1,1,pass,21.33
Qwen3-4B-think,HumanEval_75,4,True,1,1,pass,30.23
Qwen3-4B-think,HumanEval_76,0,True,1,1,pass,64.68
Qwen3-4B-think,HumanEval_76,1,True,1,1,pass,123.13
Qwen3-4B-think,HumanEval_76,2,True,1,1,pass,81.69
Qwen3-4B-think,HumanEval_76,3,True,1,1,pass,61.57
Qwen3-4B-think,HumanEval_76,4,True,1,1,pass,50.29
Qwen3-4B-think,HumanEval_77,0,True,1,1,pass,75.27
Qwen3-4B-think,HumanEval_77,1,True,1,1,pass,54.39
Qwen3-4B-think,HumanEval_77,2,True,1,1,pass,69.06
Qwen3-4B-think,HumanEval_77,3,True,1,1,pass,64.48
Qwen3-4B-think,HumanEval_77,4,True,1,1,pass,46.64
Qwen3-4B-think,HumanEval_78,0,True,1,1,pass,10.07
Qwen3-4B-think,HumanEval_78,1,True,1,1,pass,11.35
Qwen3-4B-think,HumanEval_78,2,True,1,1,pass,10.18
Qwen3-4B-think,HumanEval_78,3,True,1,1,pass,9.67
Qwen3-4B-think,HumanEval_78,4,True,1,1,pass,8.82
Qwen3-4B-think,HumanEval_79,0,True,1,1,pass,6.71
Qwen3-4B-think,HumanEval_79,1,True,1,1,pass,5.91
Qwen3-4B-think,HumanEval_79,2,True,1,1,pass,6.5
Qwen3-4B-think,HumanEval_79,3,True,1,1,pass,6.47
Qwen3-4B-think,HumanEval_79,4,True,1,1,pass,6.63
Qwen3-4B-think,HumanEval_8,0,True,1,1,pass,8.6
Qwen3-4B-think,HumanEval_8,1,True,1,1,pass,7.96
Qwen3-4B-think,HumanEval_8,2,True,1,1,pass,16.01
Qwen3-4B-think,HumanEval_8,3,True,1,1,pass,13.79
Qwen3-4B-think,HumanEval_8,4,True,1,1,pass,8.27
Qwen3-4B-think,HumanEval_80,0,True,1,1,pass,12.21
Qwen3-4B-think,HumanEval_80,1,True,1,1,pass,13.61
Qwen3-4B-think,HumanEval_80,2,True,1,1,pass,13.42
Qwen3-4B-think,HumanEval_80,3,True,1,1,pass,12.67
Qwen3-4B-think,HumanEval_80,4,True,1,1,pass,14.06
Qwen3-4B-think,HumanEval_81,0,True,1,1,pass,38.88
Qwen3-4B-think,HumanEval_81,1,True,1,1,pass,45.37
Qwen3-4B-think,HumanEval_81,2,True,1,1,pass,34.88
Qwen3-4B-think,HumanEval_81,3,True,1,1,pass,28.16
Qwen3-4B-think,HumanEval_81,4,True,1,1,pass,45.39
Qwen3-4B-think,HumanEval_82,0,True,1,1,pass,13.86
Qwen3-4B-think,HumanEval_82,1,True,1,1,pass,14.69
Qwen3-4B-think,HumanEval_82,2,True,1,1,pass,12.47
Qwen3-4B-think,HumanEval_82,3,True,1,1,pass,12.28
Qwen3-4B-think,HumanEval_82,4,True,1,1,pass,17.36
Qwen3-4B-think,HumanEval_83,0,True,1,1,pass,26.0
Qwen3-4B-think,HumanEval_83,1,True,1,1,pass,29.76
Qwen3-4B-think,HumanEval_83,2,True,1,1,pass,25.65
Qwen3-4B-think,HumanEval_83,3,True,1,1,pass,28.27
Qwen3-4B-think,HumanEval_83,4,True,1,1,pass,38.56
Qwen3-4B-think,HumanEval_84,0,True,1,1,pass,14.85
Qwen3-4B-think,HumanEval_84,1,True,1,1,pass,13.61
Qwen3-4B-think,HumanEval_84,2,True,1,1,pass,9.26
Qwen3-4B-think,HumanEval_84,3,True,1,1,pass,10.99
Qwen3-4B-think,HumanEval_84,4,True,1,1,pass,9.85
Qwen3-4B-think,HumanEval_85,0,True,1,1,pass,8.66
Qwen3-4B-think,HumanEval_85,1,True,1,1,pass,9.59
Qwen3-4B-think,HumanEval_85,2,True,1,1,pass,10.43
Qwen3-4B-think,HumanEval_85,3,True,1,1,pass,8.44
Qwen3-4B-think,HumanEval_85,4,True,1,1,pass,8.01
Qwen3-4B-think,HumanEval_86,0,True,1,1,pass,29.96
Qwen3-4B-think,HumanEval_86,1,True,1,1,pass,31.1
Qwen3-4B-think,HumanEval_86,2,True,1,1,pass,30.42
Qwen3-4B-think,HumanEval_86,3,True,1,1,pass,36.76
Qwen3-4B-think,HumanEval_86,4,True,1,1,pass,34.56
Qwen3-4B-think,HumanEval_87,0,True,1,1,pass,18.68
Qwen3-4B-think,HumanEval_87,1,True,1,1,pass,24.42
Qwen3-4B-think,HumanEval_87,2,True,1,1,pass,19.23
Qwen3-4B-think,HumanEval_87,3,True,1,1,pass,22.44
Qwen3-4B-think,HumanEval_87,4,True,1,1,pass,16.76
Qwen3-4B-think,HumanEval_88,0,True,1,1,pass,21.9
Qwen3-4B-think,HumanEval_88,1,True,1,1,pass,22.59
Qwen3-4B-think,HumanEval_88,2,True,1,1,pass,24.8
Qwen3-4B-think,HumanEval_88,3,True,1,1,pass,13.14
Qwen3-4B-think,HumanEval_88,4,True,1,1,pass,24.9
Qwen3-4B-think,HumanEval_89,0,True,1,1,pass,18.68
Qwen3-4B-think,HumanEval_89,1,True,1,1,pass,16.9
Qwen3-4B-think,HumanEval_89,2,True,1,1,pass,19.73
Qwen3-4B-think,HumanEval_89,3,True,1,1,pass,18.71
Qwen3-4B-think,HumanEval_89,4,True,1,1,pass,21.55
Qwen3-4B-think,HumanEval_9,0,True,1,1,pass,14.42
Qwen3-4B-think,HumanEval_9,1,True,1,1,pass,10.62
Qwen3-4B-think,HumanEval_9,2,True,1,1,pass,10.73
Qwen3-4B-think,HumanEval_9,3,True,1,1,pass,15.06
Qwen3-4B-think,HumanEval_9,4,True,1,1,pass,12.47
Qwen3-4B-think,HumanEval_90,0,True,1,1,pass,42.99
Qwen3-4B-think,HumanEval_90,1,True,1,1,pass,27.97
Qwen3-4B-think,HumanEval_90,2,True,1,1,pass,89.8
Qwen3-4B-think,HumanEval_90,3,True,1,1,pass,23.13
Qwen3-4B-think,HumanEval_90,4,True,1,1,pass,42.5
Qwen3-4B-think,HumanEval_91,0,False,6,0,fail_after_6_turns,312.88
Qwen3-4B-think,HumanEval_91,1,True,1,1,pass,45.85
Qwen3-4B-think,HumanEval_91,2,False,6,0,fail_after_6_turns,279.17
Qwen3-4B-think,HumanEval_91,3,True,5,5,pass,244.92
Qwen3-4B-think,HumanEval_91,4,False,6,0,fail_after_6_turns,215.65
Qwen3-4B-think,HumanEval_92,0,True,1,1,pass,22.0
Qwen3-4B-think,HumanEval_92,1,True,1,1,pass,30.9
Qwen3-4B-think,HumanEval_92,2,True,1,1,pass,19.44
Qwen3-4B-think,HumanEval_92,3,True,1,1,pass,17.18
Qwen3-4B-think,HumanEval_92,4,False,6,0,fail_after_6_turns,216.53
Qwen3-4B-think,HumanEval_93,0,True,1,1,pass,57.79
Qwen3-4B-think,HumanEval_93,1,True,1,1,pass,50.94
Qwen3-4B-think,HumanEval_93,2,True,1,1,pass,50.37
Qwen3-4B-think,HumanEval_93,3,True,1,1,pass,61.44
Qwen3-4B-think,HumanEval_93,4,True,3,3,pass,179.26
Qwen3-4B-think,HumanEval_94,0,True,1,1,pass,28.22
Qwen3-4B-think,HumanEval_94,1,True,1,1,pass,24.52
Qwen3-4B-think,HumanEval_94,2,True,1,1,pass,25.74
Qwen3-4B-think,HumanEval_94,3,True,1,1,pass,25.57
Qwen3-4B-think,HumanEval_94,4,True,1,1,pass,35.98
Qwen3-4B-think,HumanEval_95,0,True,1,1,pass,19.48
Qwen3-4B-think,HumanEval_95,1,True,1,1,pass,15.56
Qwen3-4B-think,HumanEval_95,2,True,1,1,pass,10.61
Qwen3-4B-think,HumanEval_95,3,True,1,1,pass,59.91
Qwen3-4B-think,HumanEval_95,4,True,1,1,pass,19.61
Qwen3-4B-think,HumanEval_96,0,True,1,1,pass,53.03
Qwen3-4B-think,HumanEval_96,1,True,1,1,pass,36.51
Qwen3-4B-think,HumanEval_96,2,True,1,1,pass,35.83
Qwen3-4B-think,HumanEval_96,3,True,1,1,pass,41.36
Qwen3-4B-think,HumanEval_96,4,True,1,1,pass,38.62
Qwen3-4B-think,HumanEval_97,0,True,1,1,pass,9.53
Qwen3-4B-think,HumanEval_97,1,True,1,1,pass,7.49
Qwen3-4B-think,HumanEval_97,2,True,1,1,pass,8.09
Qwen3-4B-think,HumanEval_97,3,True,1,1,pass,8.92
Qwen3-4B-think,HumanEval_97,4,True,1,1,pass,7.16
Qwen3-4B-think,HumanEval_98,0,True,1,1,pass,9.49
Qwen3-4B-think,HumanEval_98,1,True,1,1,pass,7.67
Qwen3-4B-think,HumanEval_98,2,True,1,1,pass,9.07
Qwen3-4B-think,HumanEval_98,3,True,1,1,pass,7.48
Qwen3-4B-think,HumanEval_98,4,True,1,1,pass,8.6
Qwen3-4B-think,HumanEval_99,0,True,1,1,pass,42.92
Qwen3-4B-think,HumanEval_99,1,True,1,1,pass,69.8
Qwen3-4B-think,HumanEval_99,2,True,1,1,pass,40.98
Qwen3-4B-think,HumanEval_99,3,True,1,1,pass,41.33
Qwen3-4B-think,HumanEval_99,4,False,1,0,fail_before_6_turns,556.9517831802368
